City,State,Latitude,Longitude
"Dollar Bay ",MI,47.127287,-88.507035
"Dorr ",MI,42.726723,-85.716885
"Douglas",MI,42.638926,-86.207604
"Dowagiac",MI,41.983432,-86.112844
"Dowling ",MI,42.529764,-85.234176
"Dryden",MI,42.945581,-83.123986
"Dundee",MI,41.966485,-83.669417
"Durand",MI,42.912759,-83.989076
"Eagle",MI,42.809794,-84.79089
"Eagle Harbor ",MI,47.451539,-88.153496
"Eagle River ",MI,47.404434,-88.261155
"East Grand Rapids",MI,42.946581,-85.606762
"East Jordan",MI,45.152234,-85.130389
"Eastlake",MI,44.245531,-86.292896
"East Lansing",MI,42.748913,-84.482442
"Eastpointe",MI,42.46608,-82.946341
"Eastport ",MI,45.111759,-85.351098
"East Tawas",MI,44.290803,-83.48377
"Eastwood ",MI,42.302281,-85.544559
"Eaton Rapids",MI,42.509741,-84.651875
"Eau Claire",MI,41.988731,-86.305852
"Ecorse",MI,42.249592,-83.140439
"Edgemont Park ",MI,42.746736,-84.59261
"Edmore",MI,43.407605,-85.03675
"Edwardsburg",MI,41.795374,-86.083498
"Elberta",MI,44.620668,-86.234159
"Elk Rapids",MI,44.898015,-85.40454
"Elkton",MI,43.818268,-83.180951
"Ellsworth",MI,45.167207,-85.242917
"Elm Hall ",MI,43.357328,-84.830703
"Elsie",MI,43.089262,-84.388514
"Emmett",MI,42.993413,-82.765289
"Empire",MI,44.812606,-86.059268
"Escanaba",MI,45.746289,-87.083605
"Essexville",MI,43.61229,-83.841983
"Estral Beach",MI,41.98597,-83.23586
"Eureka ",MI,43.103604,-84.513605
"Evart",MI,43.898807,-85.270534
"Ewen ",MI,46.533156,-89.285196
"Fairgrove",MI,43.524484,-83.543436
"Fair Plain ",MI,42.08186,-86.45354
"Falmouth ",MI,44.239804,-85.080085
"Farmington",MI,42.461379,-83.378385
"Farmington Hills",MI,42.485648,-83.375961
"Farwell",MI,43.83684,-84.867335
"Fennville",MI,42.59472,-86.105066
"Fenton",MI,42.800606,-83.717708
"Ferndale",MI,42.45921,-83.131366
"Ferrysburg",MI,43.087541,-86.227024
"Fife Lake",MI,44.575764,-85.347772
"Filer City ",MI,44.214721,-86.288768
"Flat Rock",MI,42.097866,-83.269827
"Flint",MI,43.02442,-83.691971
"Flushing",MI,43.062786,-83.842628
"Forest Hills ",MI,42.960191,-85.489674
"Forestville",MI,43.659867,-82.612562
"Fostoria ",MI,43.253097,-83.361765
"Fountain",MI,44.048439,-86.180986
"Fowler",MI,43.003991,-84.741698
"Fowlerville",MI,42.65938,-84.073743
"Frankenmuth",MI,43.332832,-83.739129
"Frankfort",MI,44.636844,-86.231999
"Franklin",MI,42.518759,-83.303027
"Fraser",MI,42.537633,-82.946742
"Freeland ",MI,43.517527,-84.114738
"Freeport",MI,42.763631,-85.315757
"Free Soil",MI,44.10714,-86.210978
"Fremont",MI,43.462476,-85.954758
"Fruitport",MI,43.12552,-86.156144
"Fulton ",MI,47.299161,-88.360809
"Gaastra",MI,46.055724,-88.60497
"Gagetown",MI,43.658122,-83.244605
"Gaines",MI,42.872516,-83.910809
"Galesburg",MI,42.290862,-85.41756
"Galien",MI,41.801528,-86.499564
"Garden",MI,45.7693,-86.557321
"Garden City",MI,42.324383,-83.341192
"Gaylord",MI,45.018978,-84.680907
"Gibraltar",MI,42.105437,-83.201018
"Gladstone",MI,45.850512,-87.02623
"Gladwin",MI,43.98397,-84.487229
"Glen Arbor ",MI,44.894292,-85.98905
"Gobles",MI,42.361652,-85.877392
"Goodrich",MI,42.910851,-83.517348
"Grand Beach",MI,41.774578,-86.788421
"Grand Blanc",MI,42.932537,-83.620491
"Grand Haven",MI,43.054969,-86.219349
"Grand Ledge",MI,42.752927,-84.744901
"Grand Marais ",MI,46.675701,-85.96643
"Grand Rapids",MI,42.961156,-85.65557
"Grandville",MI,42.900514,-85.752086
"Grant",MI,43.333986,-85.809879
"Grass Lake",MI,42.250798,-84.206176
"Grawn ",MI,44.661043,-85.68833
"Grayling",MI,44.65796,-84.711067
"Greenland ",MI,46.780371,-89.095182
"Greenville",MI,43.179635,-85.253976
"Greilickville ",MI,44.801098,-85.670054
"Grosse Pointe",MI,42.383931,-82.903868
"Grosse Pointe Farms",MI,42.397545,-82.889177
"Grosse Pointe Park",MI,42.373949,-82.923438
"Grosse Pointe Woods",MI,42.439255,-82.898955
"Gwinn ",MI,46.285373,-87.441915
"Hamtramck",MI,42.395373,-83.055945
"Hancock",MI,47.136727,-88.597762
"Hanover",MI,42.100521,-84.554526
"Harbor Beach",MI,43.844838,-82.654639
"Harbor Springs",MI,45.432485,-84.9891
"Hardwood Acres ",MI,44.719582,-85.822093
"Haring ",MI,44.28185,-85.400772
"Harper Woods",MI,42.439012,-82.929254
"Harrietta",MI,44.309129,-85.700639
"Harrison",MI,44.012954,-84.810647
"Harrisville",MI,44.657509,-83.29458
"Hart",MI,43.696618,-86.367269
"Hartford",MI,42.204959,-86.166122
"Hartland ",MI,42.66455,-83.743754
"Harvey ",MI,46.483625,-87.356715
"Haslett ",MI,42.752083,-84.397423
"Hastings",MI,42.65013,-85.288373
"Hazel Park",MI,42.461926,-83.097693
"Hemlock ",MI,43.421637,-84.239945
"Henderson ",MI,43.087562,-84.192135
"Hermansville ",MI,45.708081,-87.607173
"Hersey",MI,43.851264,-85.441879
"Hesperia",MI,43.569472,-86.040931
"Hickory Corners ",MI,42.434402,-85.385859
"Highland Park",MI,42.405226,-83.09765
"Hillman",MI,45.06683,-83.893657
"Hillsdale",MI,41.927461,-84.637479
"Holland",MI,42.767049,-86.098572
"Holly",MI,42.798799,-83.622967
"Holt ",MI,42.642061,-84.530768
"Homer",MI,42.146423,-84.809738
"Honor",MI,44.666362,-86.019445
"Hopkins",MI,42.625054,-85.763345
"Horton Bay ",MI,45.281226,-85.074661
"Houghton",MI,47.111751,-88.567237
"Houghton Lake ",MI,44.301067,-84.749865
"Howard City",MI,43.393266,-85.466107
"Howell",MI,42.608129,-83.934339
"Hubbard Lake ",MI,44.82085,-83.554794
"Hubbardston",MI,43.094491,-84.842754
"Hubbell ",MI,47.17676,-88.432329
"Hudson",MI,41.856457,-84.345705
"Hudsonville",MI,42.86337,-85.862205
"Huntington Woods",MI,42.481899,-83.168088
"Hurontown ",MI,47.109057,-88.574075
"Ida ",MI,41.903674,-83.562766
"Imlay City",MI,43.017052,-83.077098
"Indian River ",MI,45.429765,-84.621951
"Inkster",MI,42.293945,-83.320298
"Interlochen ",MI,44.649049,-85.763391
"Ionia",MI,42.976821,-85.074633
"Iron Mountain",MI,45.826888,-88.059435
"Iron River",MI,46.095906,-88.636598
"Ironton ",MI,45.256898,-85.192928
"Ironwood",MI,46.452209,-90.150432
"Ishpeming",MI,46.470344,-87.675141
"Ithaca",MI,43.291094,-84.595673
"Jackson",MI,42.243441,-84.404858
"Jasper ",MI,41.785907,-84.040344
"Jenison ",MI,42.901908,-85.827273
"Jennings ",MI,44.332466,-85.297231
"Jonesville",MI,41.978893,-84.66574
"Kalamazoo",MI,42.275163,-85.588501
"Kaleva",MI,44.372279,-86.013552
"Kalkaska",MI,44.731565,-85.184329
"Keego Harbor",MI,42.608273,-83.345752
"Kent City",MI,43.226366,-85.755468
"Kentwood",MI,42.88482,-85.59254
"Kincheloe ",MI,46.268845,-84.456814
"Kinde",MI,43.941426,-82.996704
"Kingsford",MI,45.806438,-88.100365
"Kingsley",MI,44.588453,-85.524092
"Kingston",MI,43.412805,-83.186262
"K. I. Sawyer ",MI,46.329318,-87.365252
"Laingsburg",MI,42.89056,-84.350399
"Lake Angelus",MI,42.69171,-83.325533
"Lake Ann",MI,44.726978,-85.846887
"Lake City",MI,44.329668,-85.208474
"Lake Fenton ",MI,42.845195,-83.711121
"Lake Gogebic ",MI,46.58043,-89.604779
"Lake Isabella",MI,43.644091,-85.004778
"Lake LeAnn ",MI,42.058159,-84.431464
"Lake Leelanau ",MI,44.980738,-85.71639
"Lake Linden",MI,47.195457,-88.405739
"Lake Michigan Beach ",MI,42.205202,-86.376922
"Lake Odessa",MI,42.78292,-85.137538
"Lake Orion",MI,42.78365,-83.244321
"Lakeport ",MI,43.10693,-82.493363
"Lakes of the North ",MI,44.930026,-84.88508
"Lake Victoria ",MI,42.917917,-84.379972
"Lakeview",MI,43.443065,-85.266937
"Lakewood Club",MI,43.37616,-86.252572
"Lambertville ",MI,41.745082,-83.621825
"Lamont ",MI,43.017048,-85.91053
"L'Anse",MI,46.752055,-88.4484
"Lansing",MI,42.714341,-84.560889
"Lapeer",MI,43.045127,-83.326746
"Lathrup Village",MI,42.492076,-83.227283
"Laurium",MI,47.235108,-88.43819
"Lawrence",MI,42.214998,-86.057509
"Lawton",MI,42.167315,-85.846502
"Leland ",MI,45.021444,-85.757109
"Lennon",MI,42.98544,-83.93253
"Leonard",MI,42.865229,-83.142943
"Le Roy",MI,44.038127,-85.453782
"Leslie",MI,42.450343,-84.432593
"Level Park-Oak Park ",MI,42.371326,-85.268766
"Levering ",MI,45.634773,-84.784018
"Lewiston ",MI,44.87758,-84.303563
"Lexington",MI,43.267243,-82.537
"Lincoln",MI,44.684367,-83.412568
"Lincoln Park",MI,42.243291,-83.181258
"Linden",MI,42.819164,-83.781225
"Litchfield",MI,42.040153,-84.752172
"Livonia",MI,42.397183,-83.372319
"Loomis ",MI,43.783996,-84.658389
"Lost Lake Woods ",MI,44.798526,-83.42108
"Lowell",MI,42.9346,-85.346219
"Ludington",MI,43.957196,-86.442937
"Luna Pier",MI,41.803255,-83.442482
"Lupton ",MI,44.429168,-84.023882
"Luther",MI,44.038779,-85.683001
"Lyons",MI,42.986519,-84.944178
"McBain",MI,44.196055,-85.215381
"McBride",MI,43.352057,-85.044134
"Mackinac Island",MI,45.860184,-84.625834
"Mackinaw City",MI,45.783922,-84.756558
"Madison Heights",MI,42.507264,-83.103351
"Mancelona",MI,44.902406,-85.061282
"Manchester",MI,42.148292,-84.034633
"Manistee",MI,44.245268,-86.327537
"Manistee Lake ",MI,44.772482,-85.023542
"Manistique",MI,45.959744,-86.250953
"Manitou Beach-Devils Lake ",MI,41.98233,-84.280266
"Manton",MI,44.411345,-85.400523
"Maple City ",MI,44.855635,-85.857256
"Maple Grove ",MI,44.709076,-85.853723
"Maple Rapids",MI,43.108593,-84.685876
"Marcellus",MI,42.02457,-85.811652
"Marenisco ",MI,46.373716,-89.712017
"Marine City",MI,42.714297,-82.50279
"Marion",MI,44.099785,-85.140944
"Marlette",MI,43.326439,-83.080519
"Marquette",MI,46.550698,-87.395833
"Marshall",MI,42.265201,-84.974241
"Martin",MI,42.536958,-85.638952
"Marysville",MI,42.908473,-82.480956
"Mason",MI,42.580693,-84.442283
"Mass City ",MI,46.76159,-89.084852
"Mattawan",MI,42.215635,-85.79576
"Maybee",MI,42.010183,-83.509259
"Mayville",MI,43.335942,-83.351972
"Mears ",MI,43.683473,-86.422227
"Mecosta",MI,43.618108,-85.229964
"Melvin",MI,43.18643,-82.861653
"Melvindale",MI,42.278607,-83.182255
"Memphis",MI,42.895234,-82.768258
"Mendon",MI,42.008514,-85.454039
"Menominee",MI,45.122088,-87.623573
"Merrill",MI,43.40908,-84.334493
"Mesick",MI,44.404051,-85.71734
"Metamora",MI,42.945532,-83.292977
"Michiana",MI,41.763711,-86.811106
"Michigamme ",MI,46.53068,-88.026155
"Michigan Center ",MI,42.228083,-84.322602
"Middletown ",MI,42.986711,-84.143047
"Middleville",MI,42.715319,-85.468617
"Midland",MI,43.624796,-84.231984
"Milan",MI,42.081347,-83.684793
"Milford",MI,42.588539,-83.601648
"Millburg ",MI,42.126828,-86.344687
"Millersburg",MI,45.33408,-84.0607
"Millers Lake ",MI,43.184503,-83.326168
"Millington",MI,43.272814,-83.523817
"Minden City",MI,43.674722,-82.772809
"Mio ",MI,44.662314,-84.145991
"Mohawk ",MI,47.310187,-88.344658
"Monroe",MI,41.916586,-83.384324
"Montague",MI,43.412561,-86.363119
"Montgomery",MI,41.776041,-84.808997
"Montrose",MI,43.176345,-83.893185
"Morenci",MI,41.722711,-84.216844
"Morley",MI,43.490389,-85.445471
"Morrice",MI,42.836015,-84.184476
"Mount Clemens",MI,42.598055,-82.881506
"Mount Morris",MI,43.117664,-83.698729
"Mount Pleasant",MI,43.59671,-84.775972
"Muir",MI,42.998361,-84.935183
"Mulliken",MI,42.763008,-84.89637
"Munising",MI,46.430919,-86.619443
"Muskegon",MI,43.22654,-86.257247
"Muskegon Heights",MI,43.201921,-86.240963
"Napoleon ",MI,42.164503,-84.243842
"Nashville",MI,42.602967,-85.093882
"Naubinway ",MI,46.089761,-85.455055
"Negaunee",MI,46.496619,-87.591868
"Nessen City ",MI,44.520554,-85.870737
"Newaygo",MI,43.417276,-85.79953
"New Baltimore",MI,42.685306,-82.737649
"Newberry",MI,46.353821,-85.509804
"New Buffalo",MI,41.791382,-86.742543
"New Era",MI,43.559633,-86.347156
"New Haven",MI,42.729762,-82.79704
"New Lothrop",MI,43.117275,-83.968974
"New Troy ",MI,41.881797,-86.542358
"Niles",MI,41.834539,-86.247851
"North Adams",MI,41.970714,-84.525209
"North Branch",MI,43.228637,-83.191973
"North Muskegon",MI,43.252163,-86.270831
"Northport",MI,45.130272,-85.617661
"Northview ",MI,43.03985,-85.603448
"Northville",MI,42.436205,-83.488284
"Norton Shores",MI,43.169538,-86.235405
"Norway",MI,45.798585,-87.913952
"Norwood ",MI,45.23186,-85.380956
"Novi",MI,42.478494,-83.486825
"Nunica ",MI,43.085244,-86.074816
"Oak Hill ",MI,44.21971,-86.303149
"Oakley",MI,43.143364,-84.168566
"Oak Park",MI,42.464943,-83.18241
"Oden ",MI,45.425064,-84.82576
"Okemos ",MI,42.709062,-84.414283
"Olivet",MI,42.443077,-84.930262
"Omena ",MI,45.062472,-85.598315
"Omer",MI,44.048897,-83.857288
"Onaway",MI,45.358541,-84.22721
"Onekama",MI,44.365619,-86.202142
"Onsted",MI,42.006096,-84.189348
"Ontonagon",MI,46.86632,-89.312399
"Orchard Lake Village",MI,42.58936,-83.371309
"Ortonville",MI,42.848144,-83.437999
"Oscoda ",MI,44.424111,-83.332235
"Ossineke ",MI,44.908297,-83.432043
"Otisville",MI,43.165326,-83.525305
"Otsego",MI,42.457983,-85.698576
"Otter Lake",MI,43.213445,-83.459332
"Ovid",MI,43.003085,-84.375887
"Owendale",MI,43.727361,-83.267148
"Owosso",MI,42.995252,-84.175845
"Oxford",MI,42.821426,-83.253462
"Painesdale ",MI,47.043406,-88.671537
"Palmer ",MI,46.443585,-87.581653
"Palo ",MI,43.11065,-84.986143
"Parchment",MI,42.327495,-85.565336
"Paris ",MI,43.782136,-85.507502
"Parkdale ",MI,44.272021,-86.280533
"Parma",MI,42.265443,-84.548989
"Paw Paw",MI,42.214235,-85.892177
"Paw Paw Lake ",MI,42.211388,-86.275586
"Pearl Beach ",MI,42.631576,-82.586437
"Peck",MI,43.258857,-82.816754
"Pelkie ",MI,46.815639,-88.641548
"Pellston",MI,45.551578,-84.783372
"Pentwater",MI,43.77962,-86.429916
"Perrinton",MI,43.180834,-84.6799
"Perry",MI,42.83203,-84.220112
"Petersburg",MI,41.899695,-83.71403
"Petoskey",MI,45.36485,-85.010701
"Pewamo",MI,43.001974,-84.847338
"Pierson",MI,43.319647,-85.497502
"Pigeon",MI,43.829432,-83.270227
"Pilgrim ",MI,44.664553,-86.24986
"Pinckney",MI,42.455397,-83.941075
"Pinconning",MI,43.857719,-83.964138
"Pittsford ",MI,41.861853,-84.47714
"Plainwell",MI,42.444718,-85.642272
"Pleasant Ridge",MI,42.471516,-83.1445
"Plymouth",MI,42.371246,-83.467617
"Pon-she-wa-ing ",MI,45.42083,-84.805815
"Pontiac",MI,42.649228,-83.287363
"Portage",MI,42.19705,-85.591395
"Port Austin",MI,44.042552,-82.995086
"Port Hope",MI,43.939406,-82.714955
"Port Huron",MI,42.993766,-82.433743
"Portland",MI,42.869794,-84.89893
"Port Sanilac",MI,43.427666,-82.544729
"Posen",MI,45.262242,-83.698861
"Potterville",MI,42.629087,-84.745031
"Powers",MI,45.687967,-87.526504
"Prescott",MI,44.191629,-83.93224
"Presque Isle Harbor ",MI,45.323994,-83.48994
"Prudenville ",MI,44.300773,-84.665535
"Quincy",MI,41.942837,-84.882574
"Quinnesec ",MI,45.803285,-87.99641
"Ramsay ",MI,46.470015,-89.997872
"Rapid City ",MI,44.838445,-85.289849
"Rapid River ",MI,45.926394,-86.974284
"Ravenna",MI,43.187995,-85.941183
"Reading",MI,41.839583,-84.74783
"Reed City",MI,43.872754,-85.507006
"Reese",MI,43.452784,-83.689425
"Republic ",MI,46.408561,-87.988013
"Richland",MI,42.37171,-85.458147
"Richmond",MI,42.810558,-82.752173
"Riverdale ",MI,43.382448,-84.840784
"River Rouge",MI,42.274346,-83.124162
"Riverview",MI,42.173456,-83.19838
"Robin Glen-Indiantown ",MI,43.461835,-83.840784
"Rochester",MI,42.686639,-83.119721
"Rochester Hills",MI,42.663484,-83.159196
"Rock ",MI,46.068623,-87.161688
"Rockford",MI,43.136975,-85.554519
"Rockland ",MI,46.739419,-89.179561
"Rockwood",MI,42.070344,-83.241746
"Rogers City",MI,45.417699,-83.804751
"Romeo",MI,42.80458,-83.002603
"Romulus",MI,42.223649,-83.366036
"Roosevelt Park",MI,43.198147,-86.273346
"Roscommon",MI,44.488292,-84.589938
"Rosebush",MI,43.703977,-84.763725
"Rose City",MI,44.421054,-84.115409
"Roseville",MI,42.507586,-82.936582
"Rothbury",MI,43.51841,-86.361411
"Royal Oak",MI,42.507816,-83.15389
"Ruby ",MI,43.032897,-82.611823
"Saginaw",MI,43.417678,-83.954716
"St. Charles",MI,43.298335,-84.147648
"St. Clair",MI,42.82653,-82.492433
"St. Clair Shores",MI,42.493043,-82.890901
"St. Helen ",MI,44.358733,-84.411808
"St. Ignace",MI,45.887164,-84.731707
"St. James ",MI,45.742671,-85.530064
"St. Johns",MI,43.000509,-84.555518
"St. Joseph",MI,42.09971,-86.488756
"St. Louis",MI,43.408528,-84.61123
"Saline",MI,42.173829,-83.776924
"Sand Lake ",MI,44.328956,-83.665714
"Sand Lake",MI,43.28859,-85.52403
"Sandusky",MI,43.420184,-82.833043
"Sanford",MI,43.678174,-84.385543
"Saranac",MI,42.927315,-85.209544
"Saugatuck",MI,42.661361,-86.204623
"Sault Ste. Marie",MI,46.476169,-84.370544
"Schoolcraft",MI,42.116947,-85.633738
"Scotts ",MI,42.194134,-85.41368
"Scottville",MI,43.951101,-86.279816
"Sebewaing",MI,43.731719,-83.450916
"Shaftsburg ",MI,42.808078,-84.299594
"Shelby",MI,43.612058,-86.364492
"Shepherd",MI,43.523558,-84.692697
"Sheridan",MI,43.209778,-85.079847
"Sherwood",MI,41.999707,-85.239404
"Shields ",MI,43.422926,-84.074073
"Shoreham",MI,42.060447,-86.511394
"Shorewood-Tower Hills-Harbert ",MI,41.881516,-86.617744
"Skanee ",MI,46.873208,-88.198047
"Skidway Lake ",MI,44.203643,-84.035736
"Snover ",MI,43.454768,-82.96067
"South Boardman ",MI,44.635464,-85.287363
"Southfield",MI,42.47464,-83.259509
"Southgate",MI,42.204707,-83.205685
"South Gull Lake ",MI,42.386452,-85.406297
"South Haven",MI,42.401341,-86.268434
"South Lyon",MI,42.461015,-83.653169
"South Monroe ",MI,41.892659,-83.41856
"South Range",MI,47.070307,-88.644003
"South Rockwood",MI,42.060421,-83.271532
"Sparta",MI,43.156706,-85.710989
"Spring Arbor ",MI,42.206771,-84.554945
"Springfield",MI,42.324099,-85.235369
"Spring Lake",MI,43.073454,-86.194149
"Springport",MI,42.378335,-84.696476
"Standish",MI,43.977711,-83.963989
"Stanton",MI,43.293152,-85.079576
"Stanwood",MI,43.58034,-85.448169
"Stephenson",MI,45.413734,-87.609107
"Sterling",MI,44.032789,-84.01863
"Sterling Heights",MI,42.581206,-83.030316
"Stevensville",MI,42.01397,-86.525407
"Stockbridge",MI,42.448652,-84.175751
"Stony Point ",MI,41.946659,-83.270551
"Stronach ",MI,44.213135,-86.273107
"Sturgis",MI,41.798252,-85.418795
"Sunfield",MI,42.761153,-84.995135
"Suttons Bay",MI,44.979594,-85.650728
"Swartz Creek",MI,42.964205,-83.816173
"Sylvan Lake",MI,42.616764,-83.333465
"Tawas City",MI,44.267154,-83.522985
"Taylor",MI,42.225283,-83.267691
"Tecumseh",MI,42.006108,-83.944454
"Tekonsha",MI,42.097365,-84.991924
"Temperance ",MI,41.767537,-83.571672
"Thompsonville",MI,44.519962,-85.93797
"Three Lakes ",MI,46.534165,-88.183896
"Three Oaks",MI,41.798529,-86.613904
"Three Rivers",MI,41.945386,-85.629548
"Tower ",MI,45.351842,-84.293701
"Traverse City",MI,44.754309,-85.603011
"Trenton",MI,42.140058,-83.192914
"Trimountain ",MI,47.055706,-88.658594
"Trowbridge Park ",MI,46.556125,-87.44124
"Troy",MI,42.583882,-83.145533
"Trufant ",MI,43.321851,-85.349868
"Turner",MI,44.141532,-83.788111
"Tustin",MI,44.10094,-85.45892
"Twining",MI,44.115193,-83.812228
"Twin Lake ",MI,43.368535,-86.183603
"Ubly",MI,43.708237,-82.935589
"Union City",MI,42.066714,-85.143168
"Unionville",MI,43.653523,-83.467098
"Utica",MI,42.628745,-83.02333
"Vandalia",MI,41.922845,-85.915563
"Vanderbilt",MI,45.14357,-84.663888
"Vandercook Lake ",MI,42.191425,-84.385487
"Vassar",MI,43.370831,-83.577539
"Vermontville",MI,42.626676,-85.027611
"Vernon",MI,42.939363,-84.0336
"Vicksburg",MI,42.123026,-85.538293
"Village of Clarkston",MI,42.732134,-83.421132
"Village of Grosse Pointe Shores",MI,42.451262,-82.870379
"Vineyard Lake ",MI,42.090395,-84.2173
"Wacousta ",MI,42.816929,-84.690964
"Wakefield",MI,46.476904,-89.93343
"Waldron",MI,41.724175,-84.41884
"Walker",MI,42.996553,-85.756366
"Walkerville",MI,43.714657,-86.125889
"Walled Lake",MI,42.537199,-83.473713
"Walloon Lake ",MI,45.271866,-84.941181
"Warren",MI,42.492904,-83.025001
"Watersmeet ",MI,46.295281,-89.206133
"Watervliet",MI,42.187565,-86.25857
"Waverly ",MI,42.7384,-84.633987
"Wayland",MI,42.673081,-85.641727
"Wayne",MI,42.276913,-83.388148
"Webberville",MI,42.660867,-84.189001
"Wedgewood ",MI,44.194302,-85.489842
"Weidman ",MI,43.704084,-84.977992
"Wellston ",MI,44.222689,-85.968132
"West Branch",MI,44.273789,-84.236589
"West Ishpeming ",MI,46.488444,-87.717078
"Westland",MI,42.319173,-83.380778
"West Monroe ",MI,41.914035,-83.431604
"Westphalia",MI,42.93104,-84.797881
"Westwood ",MI,42.303024,-85.628718
"White Cloud",MI,43.557519,-85.7743
"Whitehall",MI,43.400517,-86.339599
"White Pigeon",MI,41.795234,-85.650406
"White Pine ",MI,46.740122,-89.58126
"Whitmore Lake ",MI,42.420281,-83.752134
"Whittemore",MI,44.23373,-83.803295
"Williamston",MI,42.683348,-84.283557
"Winn ",MI,43.518732,-84.901052
"Wixom",MI,42.522781,-83.530188
"Wolf Lake ",MI,43.244424,-86.112341
"Wolverine",MI,45.273593,-84.605544
"Wolverine Lake",MI,42.553333,-83.486391
"Woodhaven",MI,42.13453,-83.235139
"Woodland",MI,42.726788,-85.134423
"Woodland Beach ",MI,41.941718,-83.314014
"Wyandotte",MI,42.210674,-83.157208
"Wyoming",MI,42.890317,-85.706733
"Yale",MI,43.12825,-82.797564
"Ypsilanti",MI,42.244354,-83.62116
"Zeba ",MI,46.787698,-88.411787
"Zeeland",MI,42.814244,-86.014255
"Zilwaukee",MI,43.483634,-83.924494
"Ada",MN,47.298859,-96.516498
"Adams",MN,43.565363,-92.71904
"Adrian",MN,43.63356,-95.932804
"Afton",MN,44.898777,-92.819106
"Aitkin",MN,46.52665,-93.704992
"Akeley",MN,47.000418,-94.728215
"Albany",MN,45.626654,-94.563237
"Alberta",MN,45.574922,-96.050358
"Albert Lea",MN,43.654293,-93.364148
"Albertville",MN,45.236048,-93.662668
"Alden",MN,43.667463,-93.569885
"Aldrich",MN,46.37471,-94.939392
"Alexandria",MN,45.877178,-95.376965
"Alpha",MN,43.637575,-94.871059
"Altura",MN,44.064208,-91.94358
"Alvarado",MN,48.192875,-96.998452
"Amboy",MN,43.887934,-94.158488
"Andover",MN,45.25242,-93.337402
"Angle Inlet ",MN,49.347409,-95.069804
"Annandale",MN,45.259597,-94.121049
"Anoka",MN,45.214398,-93.391638
"Appleton",MN,45.199475,-96.022226
"Apple Valley",MN,44.745301,-93.199413
"Arco",MN,44.384736,-96.183928
"Arden Hills",MN,45.071159,-93.165472
"Argyle",MN,48.336573,-96.816228
"Arlington",MN,44.608271,-94.076824
"Ashby",MN,46.095452,-95.819166
"Askov",MN,46.188634,-92.782393
"Atwater",MN,45.135492,-94.776877
"Audubon",MN,46.865228,-95.984096
"Aurora",MN,47.531639,-92.241012
"Austin",MN,43.672098,-92.977863
"Avoca",MN,43.948754,-95.646724
"Avon",MN,45.605505,-94.447741
"Babbitt",MN,47.643105,-91.928336
"Backus",MN,46.820915,-94.514549
"Badger",MN,48.776773,-96.021268
"Bagley",MN,47.52439,-95.402771
"Baker ",MN,46.710489,-96.55794
"Balaton",MN,44.232947,-95.871071
"Baldwin",MN,45.517731,-93.551939
"Ball Club ",MN,47.331104,-93.946058
"Barnesville",MN,46.65082,-96.41508
"Barnum",MN,46.505377,-92.688376
"Barrett",MN,45.913155,-95.904683
"Barry",MN,45.558198,-96.560364
"Battle Lake",MN,46.284912,-95.718697
"Baudette",MN,48.712267,-94.591807
"Baxter",MN,46.343935,-94.276015
"Bayport",MN,45.014845,-92.778906
"Beardsley",MN,45.557826,-96.714484
"Beaulieu ",MN,47.335241,-95.816504
"Beaver Bay",MN,47.256182,-91.306224
"Beaver Creek",MN,43.612429,-96.362367
"Becker",MN,45.386507,-93.887261
"Bejou",MN,47.442913,-95.972712
"Belgrade",MN,45.450627,-94.999813
"Bellechester",MN,44.371019,-92.511322
"Belle Plaine",MN,44.61978,-93.764595
"Bellingham",MN,45.136439,-96.284103
"Beltrami",MN,47.542495,-96.52708
"Belview",MN,44.60654,-95.32874
"Bemidji",MN,47.487034,-94.88269
"Bena",MN,47.341003,-94.206406
"Benson",MN,45.315182,-95.60537
"Bertha",MN,46.267091,-95.061778
"Bethel",MN,45.40442,-93.274901
"Bigelow",MN,43.505285,-95.689212
"Big Falls",MN,48.179608,-93.809244
"Bigfork",MN,47.746929,-93.653335
"Big Lake ",MN,46.70113,-92.62114
"Big Lake",MN,45.342422,-93.743036
"Bingham Lake",MN,43.909189,-95.044663
"Birchwood Village",MN,45.059981,-92.978025
"Bird Island",MN,44.765016,-94.894194
"Biscay",MN,44.826274,-94.274071
"Biwabik",MN,47.540312,-92.342174
"Blackduck",MN,47.73191,-94.559553
"Blaine",MN,45.170515,-93.206089
"Blomkest",MN,44.942812,-95.023463
"Blooming Prairie",MN,43.868455,-93.055725
"Bloomington",MN,44.829666,-93.315217
"Blue Earth",MN,43.640994,-94.100339
"Bluffton",MN,46.469401,-95.233935
"Bock",MN,45.784458,-93.552833
"Borup",MN,47.180266,-96.505831
"Bovey",MN,47.298068,-93.405163
"Bowlus",MN,45.819072,-94.407243
"Boyd",MN,44.851179,-95.900919
"Boy River",MN,47.167808,-94.124114
"Braham",MN,45.722348,-93.172197
"Brainerd",MN,46.355269,-94.198372
"Brandon",MN,45.966911,-95.593973
"Breckenridge",MN,46.265925,-96.584616
"Breezy Point",MN,46.60912,-94.20731
"Brewster",MN,43.697269,-95.464523
"Bricelyn",MN,43.56075,-93.813062
"Brooklyn Center",MN,45.06797,-93.317829
"Brooklyn Park",MN,45.110906,-93.349088
"Brook Park",MN,45.948428,-93.072828
