city,state,state_id,lat,lng
"Bluffton","South Carolina","SC",32.2135,-80.9316
"Blythewood","South Carolina","SC",34.2121,-80.9921
"Bonneau","South Carolina","SC",33.3081,-79.9573
"Bowman","South Carolina","SC",33.3483,-80.6843
"Branchville","South Carolina","SC",33.2517,-80.8161
"Briarcliffe Acres","South Carolina","SC",33.7901,-78.7490
"Brunson","South Carolina","SC",32.9241,-81.1886
"Burnettown","South Carolina","SC",33.5186,-81.8635
"Calhoun Falls","South Carolina","SC",34.0933,-82.5963
"Camden","South Carolina","SC",34.2570,-80.6090
"Cameron","South Carolina","SC",33.5580,-80.7150
"Campobello","South Carolina","SC",35.1260,-82.1488
"Carlisle","South Carolina","SC",34.5921,-81.4645
"Cayce","South Carolina","SC",33.9459,-81.0429
"Central","South Carolina","SC",34.7235,-82.7788
"Central Pacolet","South Carolina","SC",34.9096,-81.7527
"Chapin","South Carolina","SC",34.1650,-81.3446
"Charleston","South Carolina","SC",32.8168,-79.9687
"Cheraw","South Carolina","SC",34.6956,-79.9084
"Chesnee","South Carolina","SC",35.1461,-81.8630
"Chester","South Carolina","SC",34.7051,-81.2132
"Chesterfield","South Carolina","SC",34.7330,-80.0778
"Clemson","South Carolina","SC",34.6837,-82.8124
"Clinton","South Carolina","SC",34.4781,-81.8638
"Clio","South Carolina","SC",34.5791,-79.5461
"Clover","South Carolina","SC",35.1125,-81.2202
"Columbia","South Carolina","SC",34.0378,-80.9036
"Conway","South Carolina","SC",33.8401,-79.0431
"Cope","South Carolina","SC",33.3777,-81.0079
"Cordova","South Carolina","SC",33.4345,-80.9211
"Cottageville","South Carolina","SC",32.9362,-80.4803
"Coward","South Carolina","SC",33.9721,-79.7490
"Cowpens","South Carolina","SC",35.0186,-81.8041
"Cross Hill","South Carolina","SC",34.3045,-81.9836
"Darlington","South Carolina","SC",34.3015,-79.8670
"Denmark","South Carolina","SC",33.3152,-81.1364
"Dillon","South Carolina","SC",34.4233,-79.3689
"Donalds","South Carolina","SC",34.3766,-82.3467
"Due West","South Carolina","SC",34.3335,-82.3885
"Duncan","South Carolina","SC",34.9342,-82.1443
"Easley","South Carolina","SC",34.8188,-82.5827
"Eastover","South Carolina","SC",33.8779,-80.6949
"Edgefield","South Carolina","SC",33.7870,-81.9291
"Edisto Beach","South Carolina","SC",32.4922,-80.3239
"Ehrhardt","South Carolina","SC",33.0985,-81.0138
"Elko","South Carolina","SC",33.3808,-81.3805
"Elloree","South Carolina","SC",33.5301,-80.5712
"Estill","South Carolina","SC",32.7538,-81.2412
"Eutawville","South Carolina","SC",33.3978,-80.3430
"Fairfax","South Carolina","SC",32.9594,-81.2363
"Florence","South Carolina","SC",34.1780,-79.7898
"Folly Beach","South Carolina","SC",32.6692,-79.9500
"Forest Acres","South Carolina","SC",34.0323,-80.9716
"Fort Lawn","South Carolina","SC",34.7003,-80.8991
"Fort Mill","South Carolina","SC",35.0061,-80.9389
"Fountain Inn","South Carolina","SC",34.6989,-82.2005
"Furman","South Carolina","SC",32.6813,-81.1877
"Gaffney","South Carolina","SC",35.0743,-81.6552
"Gaston","South Carolina","SC",33.8180,-81.0997
"Georgetown","South Carolina","SC",33.3594,-79.2958
"Gifford","South Carolina","SC",32.8601,-81.2385
"Gilbert","South Carolina","SC",33.9245,-81.3928
"Goose Creek","South Carolina","SC",32.9927,-80.0055
"Govan","South Carolina","SC",33.2227,-81.1748
"Gray Court","South Carolina","SC",34.6079,-82.1143
"Great Falls","South Carolina","SC",34.5753,-80.9048
"Greeleyville","South Carolina","SC",33.5801,-79.9901
"Greenville","South Carolina","SC",34.8354,-82.3646
"Greenwood","South Carolina","SC",34.1947,-82.1542
"Greer","South Carolina","SC",34.9330,-82.2313
"Hampton","South Carolina","SC",32.8676,-81.1093
"Hanahan","South Carolina","SC",32.9302,-80.0027
"Hardeeville","South Carolina","SC",32.2949,-81.0321
"Harleyville","South Carolina","SC",33.2130,-80.4478
"Hartsville","South Carolina","SC",34.3675,-80.0829
"Heath Springs","South Carolina","SC",34.5933,-80.6750
"Hemingway","South Carolina","SC",33.7534,-79.4462
"Hickory Grove","South Carolina","SC",34.9785,-81.4180
"Hilda","South Carolina","SC",33.2740,-81.2466
"Hilton Head Island","South Carolina","SC",32.1896,-80.7499
"Hodges","South Carolina","SC",34.2876,-82.2480
"Holly Hill","South Carolina","SC",33.3245,-80.4130
"Hollywood","South Carolina","SC",32.7520,-80.2118
"Honea Path","South Carolina","SC",34.4476,-82.3950
"Inman","South Carolina","SC",35.0463,-82.0897
"Irmo","South Carolina","SC",34.1018,-81.1956
"Isle of Palms","South Carolina","SC",32.8043,-79.7552
"Iva","South Carolina","SC",34.3071,-82.6636
"Jackson","South Carolina","SC",33.3283,-81.7925
"James Island","South Carolina","SC",32.7353,-79.9394
"Jamestown","South Carolina","SC",33.2858,-79.6945
"Jefferson","South Carolina","SC",34.6512,-80.3866
"Jenkinsville","South Carolina","SC",34.3129,-81.2874
"Johnsonville","South Carolina","SC",33.8150,-79.4443
"Johnston","South Carolina","SC",33.8328,-81.8051
"Jonesville","South Carolina","SC",34.8348,-81.6811
"Kershaw","South Carolina","SC",34.5462,-80.5873
"Kiawah Island","South Carolina","SC",32.6157,-80.0613
"Kingstree","South Carolina","SC",33.6665,-79.8292
"Kline","South Carolina","SC",33.1252,-81.3426
"Lake City","South Carolina","SC",33.8676,-79.7534
"Lake Murray of Richland","South Carolina","SC",34.1209,-81.2653
"Lake View","South Carolina","SC",34.3405,-79.1664
"Lamar","South Carolina","SC",34.1695,-80.0649
"Lancaster","South Carolina","SC",34.7248,-80.7804
"Landrum","South Carolina","SC",35.1747,-82.1848
"Lane","South Carolina","SC",33.5251,-79.8797
"Latta","South Carolina","SC",34.3390,-79.4337
"Laurens","South Carolina","SC",34.5022,-82.0207
"Lexington","South Carolina","SC",33.9890,-81.2202
"Liberty","South Carolina","SC",34.7904,-82.6961
"Lincolnville","South Carolina","SC",33.0079,-80.1560
"Little Mountain","South Carolina","SC",34.1968,-81.4124
"Livingston","South Carolina","SC",33.5531,-81.1196
"Lockhart","South Carolina","SC",34.7922,-81.4613
"Lodge","South Carolina","SC",33.0678,-80.9537
"Loris","South Carolina","SC",34.0578,-78.8876
"Lowndesville","South Carolina","SC",34.2099,-82.6476
"Lowrys","South Carolina","SC",34.8040,-81.2372
"Luray","South Carolina","SC",32.8142,-81.2403
"Lyman","South Carolina","SC",34.9667,-82.1232
"Lynchburg","South Carolina","SC",34.0600,-80.0770
"Manning","South Carolina","SC",33.6933,-80.2167
"Marion","South Carolina","SC",34.1787,-79.3956
"Mauldin","South Carolina","SC",34.7821,-82.3032
"Mayesville","South Carolina","SC",33.9849,-80.2044
"McBee","South Carolina","SC",34.4670,-80.2571
"McClellanville","South Carolina","SC",33.0865,-79.4680
"McColl","South Carolina","SC",34.6665,-79.5447
"McConnells","South Carolina","SC",34.8695,-81.2266
"McCormick","South Carolina","SC",33.9128,-82.2876
"Meggett","South Carolina","SC",32.6968,-80.2730
"Monarch Mill","South Carolina","SC",34.7161,-81.5847
"Moncks Corner","South Carolina","SC",33.1730,-80.0107
"Monetta","South Carolina","SC",33.8501,-81.6100
"Mount Croghan","South Carolina","SC",34.7697,-80.2264
"Mount Pleasant","South Carolina","SC",32.8537,-79.8203
"Mullins","South Carolina","SC",34.2040,-79.2536
"Myrtle Beach","South Carolina","SC",33.7094,-78.8844
"Neeses","South Carolina","SC",33.5365,-81.1236
"New Ellenton","South Carolina","SC",33.4199,-81.6826
"Newberry","South Carolina","SC",34.2813,-81.6010
"Nichols","South Carolina","SC",34.2350,-79.1490
"Ninety Six","South Carolina","SC",34.1696,-82.0239
"Norris","South Carolina","SC",34.7661,-82.7525
"North","South Carolina","SC",33.6164,-81.1030
"North Augusta","South Carolina","SC",33.5214,-81.9547
"North Charleston","South Carolina","SC",32.9067,-80.0722
"North Myrtle Beach","South Carolina","SC",33.8232,-78.7082
"Norway","South Carolina","SC",33.4503,-81.1266
"Olanta","South Carolina","SC",33.9357,-79.9320
"Olar","South Carolina","SC",33.1799,-81.1854
"Orangeburg","South Carolina","SC",33.4928,-80.8671
"Pacolet","South Carolina","SC",34.9102,-81.7662
"Pageland","South Carolina","SC",34.7720,-80.3897
"Pamplico","South Carolina","SC",33.9957,-79.5698
"Parksville","South Carolina","SC",33.7866,-82.2174
"Patrick","South Carolina","SC",34.5752,-80.0446
"Pawleys Island","South Carolina","SC",33.4269,-79.1246
"Paxville","South Carolina","SC",33.7390,-80.3586
"Peak","South Carolina","SC",34.2363,-81.3288
"Pelion","South Carolina","SC",33.7750,-81.2502
"Pelzer","South Carolina","SC",34.6433,-82.4588
"Pendleton","South Carolina","SC",34.6451,-82.7818
"Perry","South Carolina","SC",33.6281,-81.3079
"Pickens","South Carolina","SC",34.8856,-82.7104
"Pine Ridge","South Carolina","SC",33.9082,-81.0977
"Pinewood","South Carolina","SC",33.7396,-80.4620
"Plum Branch","South Carolina","SC",33.8482,-82.2587
"Pomaria","South Carolina","SC",34.2677,-81.4192
"Port Royal","South Carolina","SC",32.3557,-80.7029
"Prosperity","South Carolina","SC",34.2121,-81.5329
"Quinby","South Carolina","SC",34.2282,-79.7357
"Ravenel","South Carolina","SC",32.7780,-80.2281
"Reevesville","South Carolina","SC",33.2021,-80.6456
"Reidville","South Carolina","SC",34.8657,-82.1063
"Richburg","South Carolina","SC",34.7168,-81.0196
"Ridge Spring","South Carolina","SC",33.8453,-81.6617
"Ridgeland","South Carolina","SC",32.4681,-80.9178
"Ridgeville","South Carolina","SC",33.0900,-80.3071
"Ridgeway","South Carolina","SC",34.3066,-80.9601
"Rock Hill","South Carolina","SC",34.9415,-81.0241
"Rockville","South Carolina","SC",32.6024,-80.1935
"Rowesville","South Carolina","SC",33.3722,-80.8362
"Ruby","South Carolina","SC",34.7462,-80.1799
"Salem","South Carolina","SC",34.8879,-82.9752
"Salley","South Carolina","SC",33.5671,-81.3038
"Saluda","South Carolina","SC",34.0009,-81.7713
"Santee","South Carolina","SC",33.4801,-80.4852
"Scotia","South Carolina","SC",32.6805,-81.2433
"Scranton","South Carolina","SC",33.9174,-79.7441
"Seabrook Island","South Carolina","SC",32.5823,-80.1738
"Sellers","South Carolina","SC",34.2826,-79.4724
"Seneca","South Carolina","SC",34.6818,-82.9600
"Sharon","South Carolina","SC",34.9520,-81.3435
"Silverstreet","South Carolina","SC",34.2177,-81.7146
"Simpsonville","South Carolina","SC",34.7287,-82.2569
"Six Mile","South Carolina","SC",34.8082,-82.8154
"Slater-Marietta","South Carolina","SC",35.0348,-82.4926
"Smoaks","South Carolina","SC",33.0895,-80.8142
"Smyrna","South Carolina","SC",35.0420,-81.4094
"Snelling","South Carolina","SC",33.2416,-81.4622
"Society Hill","South Carolina","SC",34.5098,-79.8539
"South Congaree","South Carolina","SC",33.9094,-81.1375
"Spartanburg","South Carolina","SC",34.9442,-81.9251
"Springdale","South Carolina","SC",33.9616,-81.1119
"Springfield","South Carolina","SC",33.4967,-81.2795
"St. George","South Carolina","SC",33.1861,-80.5794
"St. Matthews","South Carolina","SC",33.6640,-80.7780
"St. Stephen","South Carolina","SC",33.4047,-79.9264
"Starr","South Carolina","SC",34.3774,-82.6954
"Stuckey","South Carolina","SC",33.7321,-79.5132
"Sullivan's Island","South Carolina","SC",32.7684,-79.8355
"Summerton","South Carolina","SC",33.6013,-80.3527
"Summerville","South Carolina","SC",33.0016,-80.1799
"Summit","South Carolina","SC",33.9246,-81.4226
"Sumter","South Carolina","SC",33.9392,-80.3930
"Surfside Beach","South Carolina","SC",33.6093,-78.9772
"Swansea","South Carolina","SC",33.7397,-81.1052
"Sycamore","South Carolina","SC",33.0362,-81.2223
"Tatum","South Carolina","SC",34.6438,-79.5867
"Tega Cay","South Carolina","SC",35.0390,-81.0111
"Timmonsville","South Carolina","SC",34.1334,-79.9408
"Travelers Rest","South Carolina","SC",34.9582,-82.4412
"Trenton","South Carolina","SC",33.7401,-81.8404
"Troy","South Carolina","SC",33.9880,-82.2974
"Turbeville","South Carolina","SC",33.8895,-80.0161
"Ulmer","South Carolina","SC",33.0987,-81.2080
"Union","South Carolina","SC",34.7235,-81.6248
"Van Wyck","South Carolina","SC",34.8531,-80.8333
"Vance","South Carolina","SC",33.4365,-80.4201
"Varnville","South Carolina","SC",32.8521,-81.0802
"Wagener","South Carolina","SC",33.6512,-81.3625
"Walhalla","South Carolina","SC",34.7705,-83.0615
"Walterboro","South Carolina","SC",32.9010,-80.6760
"Ward","South Carolina","SC",33.8573,-81.7313
"Ware Shoals","South Carolina","SC",34.3894,-82.2390
"Waterloo","South Carolina","SC",34.3561,-82.0572
"Watts Mills","South Carolina","SC",34.5164,-81.9856
"Wellford","South Carolina","SC",34.9620,-82.0937
"West Columbia","South Carolina","SC",33.9932,-81.0936
"West Pelzer","South Carolina","SC",34.6450,-82.4738
"West Union","South Carolina","SC",34.7590,-83.0432
"Westminster","South Carolina","SC",34.6656,-83.0911
"Whitmire","South Carolina","SC",34.5041,-81.6144
"Williams","South Carolina","SC",33.0341,-80.8428
"Williamston","South Carolina","SC",34.6194,-82.4794
"Williston","South Carolina","SC",33.4018,-81.4220
"Windsor","South Carolina","SC",33.4809,-81.5137
"Winnsboro","South Carolina","SC",34.3718,-81.0907
"Woodford","South Carolina","SC",33.6687,-81.1120
"Woodruff","South Carolina","SC",34.7421,-82.0371
"Yemassee","South Carolina","SC",32.6733,-80.8515
"York","South Carolina","SC",34.9967,-81.2341
"Aberdeen","South Dakota","SD",45.4649,-98.4686
"Agar","South Dakota","SD",44.8397,-100.0732
"Agency Village","South Dakota","SD",45.5796,-97.0782
"Akaska","South Dakota","SD",45.3310,-100.1208
"Albee","South Dakota","SD",45.0513,-96.5535
"Alcester","South Dakota","SD",43.0278,-96.6268
"Alexandria","South Dakota","SD",43.6541,-97.7798
"Alpena","South Dakota","SD",44.1829,-98.3683
"Altamont","South Dakota","SD",44.8408,-96.6901
"Anderson","South Dakota","SD",43.5194,-96.6141
"Andover","South Dakota","SD",45.4102,-97.9037
"Arlington","South Dakota","SD",44.3635,-97.1338
"Armour","South Dakota","SD",43.3190,-98.3448
"Artas","South Dakota","SD",45.8873,-99.8069
"Artesian","South Dakota","SD",44.0079,-97.9237
"Ashton","South Dakota","SD",44.9931,-98.4991
"Astoria","South Dakota","SD",44.5577,-96.5465
"Aurora","South Dakota","SD",44.2823,-96.6868
"Avon","South Dakota","SD",43.0052,-98.0593
"Badger","South Dakota","SD",44.4855,-97.2079
"Baltic","South Dakota","SD",43.7603,-96.7371
"Bancroft","South Dakota","SD",44.4894,-97.7505
"Batesland","South Dakota","SD",43.1278,-102.1017
"Belle Fourche","South Dakota","SD",44.6640,-103.8564
"Belvidere","South Dakota","SD",43.8321,-101.2711
"Beresford","South Dakota","SD",43.0797,-96.7803
"Big Stone City","South Dakota","SD",45.2985,-96.4657
"Bison","South Dakota","SD",45.5235,-102.4677
"Blucksberg Mountain","South Dakota","SD",44.3593,-103.4538
"Blunt","South Dakota","SD",44.5159,-99.9885
"Bonesteel","South Dakota","SD",43.0775,-98.9467
"Bowdle","South Dakota","SD",45.4512,-99.6565
"Box Elder","South Dakota","SD",44.1120,-103.0818
"Bradley","South Dakota","SD",45.0904,-97.6420
"Brandon","South Dakota","SD",43.5928,-96.5799
"Brandt","South Dakota","SD",44.6669,-96.6252
"Brant Lake","South Dakota","SD",43.9308,-96.9436
"Brant Lake South","South Dakota","SD",43.9139,-96.9380
"Brentford","South Dakota","SD",45.1591,-98.3223
"Bridgewater","South Dakota","SD",43.5502,-97.4984
"Bristol","South Dakota","SD",45.3466,-97.7485
"Britton","South Dakota","SD",45.7924,-97.7529
"Broadland","South Dakota","SD",44.4938,-98.3466
"Brookings","South Dakota","SD",44.3022,-96.7859
"Bruce","South Dakota","SD",44.4378,-96.8906
"Bryant","South Dakota","SD",44.5899,-97.4673
"Buffalo","South Dakota","SD",45.5863,-103.5434
"Buffalo Chip","South Dakota","SD",44.4166,-103.4058
"Buffalo Gap","South Dakota","SD",43.4921,-103.3154
"Burke","South Dakota","SD",43.1827,-99.2923
"Bushnell","South Dakota","SD",44.3274,-96.6424
"Butler","South Dakota","SD",45.2620,-97.7117
"Camp Crook","South Dakota","SD",45.5500,-103.9750
"Canistota","South Dakota","SD",43.5978,-97.2926
"Canova","South Dakota","SD",43.8813,-97.5040
"Canton","South Dakota","SD",43.3032,-96.5848
"Carthage","South Dakota","SD",44.1686,-97.7150
"Castlewood","South Dakota","SD",44.7242,-97.0309
"Cavour","South Dakota","SD",44.3693,-98.0420
"Centerville","South Dakota","SD",43.1165,-96.9596
"Central City","South Dakota","SD",44.3685,-103.7706
"Chamberlain","South Dakota","SD",43.7956,-99.3263
"Chancellor","South Dakota","SD",43.3719,-96.9875
"Chelsea","South Dakota","SD",45.1675,-98.7434
"Claire City","South Dakota","SD",45.8566,-97.1035
"Claremont","South Dakota","SD",45.6719,-98.0157
"Clark","South Dakota","SD",44.8809,-97.7348
"Clear Lake","South Dakota","SD",44.7644,-96.6768
"Colman","South Dakota","SD",43.9835,-96.8148
"Colome","South Dakota","SD",43.2599,-99.7174
"Colton","South Dakota","SD",43.7871,-96.9280
"Columbia","South Dakota","SD",45.6148,-98.3107
"Conde","South Dakota","SD",45.1573,-98.0955
"Corona","South Dakota","SD",45.3352,-96.7646
"Corsica","South Dakota","SD",43.4223,-98.4073
"Cottonwood","South Dakota","SD",43.9657,-101.9021
"Cow Creek","South Dakota","SD",44.5538,-100.4754
"Cresbard","South Dakota","SD",45.1692,-98.9477
"Crooks","South Dakota","SD",43.6592,-96.8094
"Custer","South Dakota","SD",43.7668,-103.6006
"Dallas","South Dakota","SD",43.2379,-99.5175
"Dante","South Dakota","SD",43.0399,-98.1856
"Davis","South Dakota","SD",43.2595,-96.9945
"De Smet","South Dakota","SD",44.3862,-97.5496
"Deadwood","South Dakota","SD",44.3871,-103.7207
"Dell Rapids","South Dakota","SD",43.8244,-96.7143
"Delmont","South Dakota","SD",43.2666,-98.1592
"Dimock","South Dakota","SD",43.4764,-97.9888
"Doland","South Dakota","SD",44.8944,-98.0997
"Dolton","South Dakota","SD",43.4911,-97.3848
"Draper","South Dakota","SD",43.9262,-100.5372
"Dupree","South Dakota","SD",45.0495,-101.6013
"Eagle Butte","South Dakota","SD",44.9939,-101.2310
"Eden","South Dakota","SD",45.6168,-97.4196
"Edgemont","South Dakota","SD",43.2973,-103.8323
"Egan","South Dakota","SD",44.0004,-96.6485
"Elk Point","South Dakota","SD",42.6812,-96.6805
"Elkton","South Dakota","SD",44.2351,-96.4794
"Emery","South Dakota","SD",43.6020,-97.6195
"Erwin","South Dakota","SD",44.4880,-97.4409
"Estelline","South Dakota","SD",44.5768,-96.9011
"Ethan","South Dakota","SD",43.5463,-97.9834
"Eureka","South Dakota","SD",45.7707,-99.6207
"Fairburn","South Dakota","SD",43.6869,-103.2087
"Fairfax","South Dakota","SD",43.0281,-98.8890
"Fairview","South Dakota","SD",43.2221,-96.4876
"Faith","South Dakota","SD",45.0258,-102.0363
"Farmer","South Dakota","SD",43.7252,-97.6890
"Faulkton","South Dakota","SD",45.0342,-99.1266
"Flandreau","South Dakota","SD",44.0465,-96.5983
"Florence","South Dakota","SD",45.0548,-97.3263
"Fort Pierre","South Dakota","SD",44.3680,-100.3831
"Frankfort","South Dakota","SD",44.8777,-98.3092
"Frederick","South Dakota","SD",45.8319,-98.5067
"Freeman","South Dakota","SD",43.3475,-97.4306
"Fruitdale","South Dakota","SD",44.6692,-103.6955
"Fulton","South Dakota","SD",43.7288,-97.8226
"Gann Valley","South Dakota","SD",44.0336,-98.9887
"Garden City","South Dakota","SD",44.9593,-97.5804
"Garretson","South Dakota","SD",43.7147,-96.5028
"Gary","South Dakota","SD",44.7941,-96.4574
"Gayville","South Dakota","SD",42.8889,-97.1738
"Geddes","South Dakota","SD",43.2540,-98.6974
"Gettysburg","South Dakota","SD",45.0060,-99.9539
"Glenham","South Dakota","SD",45.5330,-100.2711
"Goodwin","South Dakota","SD",44.8775,-96.8497
"Gregory","South Dakota","SD",43.2300,-99.4208
"Grenville","South Dakota","SD",45.4670,-97.3901
"Groton","South Dakota","SD",45.4517,-98.1000
"Harrisburg","South Dakota","SD",43.4324,-96.7041
"Harrold","South Dakota","SD",44.5258,-99.7416
"Hartford","South Dakota","SD",43.6210,-96.9424
"Hayti","South Dakota","SD",44.6580,-97.2049
"Hazel","South Dakota","SD",44.7582,-97.3810
"Hecla","South Dakota","SD",45.8822,-98.1520
"Henry","South Dakota","SD",44.8809,-97.4616
"Hermosa","South Dakota","SD",43.8399,-103.1930
"Herreid","South Dakota","SD",45.8378,-100.0748
"Herrick","South Dakota","SD",43.1150,-99.1882
"Hetland","South Dakota","SD",44.3772,-97.2347
"Highmore","South Dakota","SD",44.5214,-99.4394
"Hill City","South Dakota","SD",43.9337,-103.5694
"Hillsview","South Dakota","SD",45.6642,-99.5607
"Hitchcock","South Dakota","SD",44.6294,-98.4082
"Hosmer","South Dakota","SD",45.5788,-99.4736
"Hot Springs","South Dakota","SD",43.4195,-103.4657
"Hoven","South Dakota","SD",45.2416,-99.7775
"Howard","South Dakota","SD",44.0117,-97.5246
"Hudson","South Dakota","SD",43.1301,-96.4556
"Humboldt","South Dakota","SD",43.6447,-97.0745
"Hurley","South Dakota","SD",43.2794,-97.0894
"Huron","South Dakota","SD",44.3623,-98.2094
"Interior","South Dakota","SD",43.7269,-101.9837
"Ipswich","South Dakota","SD",45.4435,-99.0300
"Irene","South Dakota","SD",43.0837,-97.1576
"Iroquois","South Dakota","SD",44.3679,-97.8495
"Isabel","South Dakota","SD",45.3939,-101.4325
"Java","South Dakota","SD",45.5038,-99.8839
"Jefferson","South Dakota","SD",42.6043,-96.5661
"Kadoka","South Dakota","SD",43.8325,-101.5081
"Kennebec","South Dakota","SD",43.9035,-99.8619
"Keystone","South Dakota","SD",43.8949,-103.4268
"Kimball","South Dakota","SD",43.7468,-98.9569
"Kranzburg","South Dakota","SD",44.8888,-96.9092
"Lake Andes","South Dakota","SD",43.1560,-98.5361
"Lake City","South Dakota","SD",45.7248,-97.4139
"Lake Madison","South Dakota","SD",43.9593,-97.0210
"Lake Norden","South Dakota","SD",44.5799,-97.2109
"Lake Poinsett","South Dakota","SD",44.5664,-97.0798
"Lake Preston","South Dakota","SD",44.3617,-97.3760
"Lane","South Dakota","SD",44.0697,-98.4246
"Langford","South Dakota","SD",45.6024,-97.8303
"Lead","South Dakota","SD",44.3528,-103.7671
"Lebanon","South Dakota","SD",45.0688,-99.7664
"Lemmon","South Dakota","SD",45.9383,-102.1598
"Lennox","South Dakota","SD",43.3495,-96.8937
"Leola","South Dakota","SD",45.7212,-98.9386
"Lesterville","South Dakota","SD",43.0385,-97.5905
"Letcher","South Dakota","SD",43.8995,-98.1442
"Long Hollow","South Dakota","SD",45.6823,-97.1611
"Long Lake","South Dakota","SD",45.8567,-99.2058
"Lowry","South Dakota","SD",45.3155,-99.9812
"Madison","South Dakota","SD",44.0062,-97.1085
"Manderson-White Horse Creek","South Dakota","SD",43.2350,-102.4916
"Marion","South Dakota","SD",43.4236,-97.2605
"Martin","South Dakota","SD",43.1749,-101.7323
"Marvin","South Dakota","SD",45.2605,-96.9154
"McIntosh","South Dakota","SD",45.9214,-101.3491
"McLaughlin","South Dakota","SD",45.8132,-100.8108
"Mellette","South Dakota","SD",45.1544,-98.4983
"Menno","South Dakota","SD",43.2386,-97.5774
"Midland","South Dakota","SD",44.0711,-101.1554
"Milbank","South Dakota","SD",45.2195,-96.6338
"Miller","South Dakota","SD",44.5204,-98.9869
"Mission","South Dakota","SD",43.3063,-100.6610
"Mission Hill","South Dakota","SD",42.9208,-97.2791
"Mitchell","South Dakota","SD",43.7294,-98.0337
"Mobridge","South Dakota","SD",45.5409,-100.4349
"Monroe","South Dakota","SD",43.4865,-97.2166
"Montrose","South Dakota","SD",43.6999,-97.1844
"Morristown","South Dakota","SD",45.9386,-101.7188
"Mound City","South Dakota","SD",45.7262,-100.0688
"Mount Vernon","South Dakota","SD",43.7127,-98.2612
"Murdo","South Dakota","SD",43.8893,-100.7142
"Naples","South Dakota","SD",44.7716,-97.5131
"New Effington","South Dakota","SD",45.8558,-96.9174
"New Underwood","South Dakota","SD",44.0987,-102.8405
"Newell","South Dakota","SD",44.7174,-103.4183
"Nisland","South Dakota","SD",44.6731,-103.5538
"North Sioux City","South Dakota","SD",42.5350,-96.4998
"North Spearfish","South Dakota","SD",44.5107,-103.9045
"Northville","South Dakota","SD",45.1554,-98.5793
"Nunda","South Dakota","SD",44.1599,-97.0194
"Oacoma","South Dakota","SD",43.8038,-99.3721
"Oelrichs","South Dakota","SD",43.1820,-103.2334
"Oldham","South Dakota","SD",44.2281,-97.3096
"Olivet","South Dakota","SD",43.2430,-97.6747
"Onaka","South Dakota","SD",45.1912,-99.4659
"Onida","South Dakota","SD",44.7049,-100.0675
"Orient","South Dakota","SD",44.9017,-99.0888
"Ortley","South Dakota","SD",45.3349,-97.2050
"Parker","South Dakota","SD",43.3978,-97.1334
"Parkston","South Dakota","SD",43.3929,-97.9864
"Peever","South Dakota","SD",45.5422,-96.9560
"Philip","South Dakota","SD",44.0407,-101.6645
"Pickstown","South Dakota","SD",43.0671,-98.5295
"Piedmont","South Dakota","SD",44.2136,-103.3717
"Pierpont","South Dakota","SD",45.4953,-97.8321
"Pierre","South Dakota","SD",44.3748,-100.3205
"Plankinton","South Dakota","SD",43.7155,-98.4837
"Platte","South Dakota","SD",43.3869,-98.8435
"Pollock","South Dakota","SD",45.9005,-100.2885
"Presho","South Dakota","SD",43.9071,-100.0583
"Pringle","South Dakota","SD",43.6090,-103.5946
"Pukwana","South Dakota","SD",43.7792,-99.1843
"Quinn","South Dakota","SD",43.9866,-102.1264
"Ramona","South Dakota","SD",44.1199,-97.2154
"Rapid City","South Dakota","SD",44.0716,-103.2204
"Ravinia","South Dakota","SD",43.1365,-98.4268
"Raymond","South Dakota","SD",44.9105,-97.9372
"Redfield","South Dakota","SD",44.8725,-98.5187
"Ree Heights","South Dakota","SD",44.5158,-99.2005
"Reliance","South Dakota","SD",43.8800,-99.6018
"Revillo","South Dakota","SD",45.0154,-96.5712
"Rockham","South Dakota","SD",44.9043,-98.8234
"Roscoe","South Dakota","SD",45.4501,-99.3367
"Rosholt","South Dakota","SD",45.8662,-96.7318
"Roslyn","South Dakota","SD",45.4966,-97.4928
"Salem","South Dakota","SD",43.7229,-97.3893
"Scotland","South Dakota","SD",43.1481,-97.7199
"Selby","South Dakota","SD",45.5057,-100.0329
"Seneca","South Dakota","SD",45.0608,-99.5092
"Sherman","South Dakota","SD",43.7577,-96.4762
"Sinai","South Dakota","SD",44.2445,-97.0440
"Sioux Falls","South Dakota","SD",43.5396,-96.7311
"Sisseton","South Dakota","SD",45.6625,-97.0454
"South Shore","South Dakota","SD",45.1016,-96.9300
"Spearfish","South Dakota","SD",44.4909,-103.8155
"Spencer","South Dakota","SD",43.7273,-97.5911
"Springfield","South Dakota","SD",42.8624,-97.8964
"St. Francis","South Dakota","SD",43.1426,-100.9028
"St. Lawrence","South Dakota","SD",44.5166,-98.9379
"Stickney","South Dakota","SD",43.5894,-98.4376
"Stockholm","South Dakota","SD",45.1018,-96.7998
"Strandburg","South Dakota","SD",45.0441,-96.7604
"Stratford","South Dakota","SD",45.3174,-98.3043
"Sturgis","South Dakota","SD",44.4110,-103.4973
"Summerset","South Dakota","SD",44.1912,-103.3394
"Summit","South Dakota","SD",45.3056,-97.0391
"Tabor","South Dakota","SD",42.9476,-97.6594
"Tea","South Dakota","SD",43.4564,-96.8257
"Timber Lake","South Dakota","SD",45.4294,-101.0715
"Tolstoy","South Dakota","SD",45.2083,-99.6140
